Date,Year,Month,Day,Discharge
1975-12-09,1975,12,9,0.232
1975-12-10,1975,12,10,0.311
1975-12-11,1975,12,11,0.255
1975-12-12,1975,12,12,0.204
1975-12-13,1975,12,13,0.227
1975-12-14,1975,12,14,0.311
1975-12-15,1975,12,15,1.13
1975-12-16,1975,12,16,0.708
1975-12-17,1975,12,17,0.396
1975-12-18,1975,12,18,0.34
1975-12-19,1975,12,19,0.297
1975-12-20,1975,12,20,0.283
1975-12-21,1975,12,21,0.269
1975-12-22,1975,12,22,0.255
1975-12-23,1975,12,23,0.255
1975-12-24,1975,12,24,0.241
1975-12-25,1975,12,25,0.232
1975-12-26,1975,12,26,0.227
1975-12-27,1975,12,27,0.227
1975-12-28,1975,12,28,0.224
1975-12-29,1975,12,29,0.224
1975-12-30,1975,12,30,0.227
1975-12-31,1975,12,31,0.34
1976-01-01,1976,1,1,0.368
1976-01-02,1976,1,2,0.283
1976-01-03,1976,1,3,0.255
1976-01-04,1976,1,4,0.227
1976-01-05,1976,1,5,0.227
1976-01-06,1976,1,6,0.232
1976-01-07,1976,1,7,0.198
1976-01-08,1976,1,8,0.17
1976-01-09,1976,1,9,0.142
1976-01-10,1976,1,10,0.142
1976-01-11,1976,1,11,0.156
1976-01-12,1976,1,12,0.184
1976-01-13,1976,1,13,0.227
1976-01-14,1976,1,14,0.283
1976-01-15,1976,1,15,0.255
1976-01-16,1976,1,16,0.227
1976-01-17,1976,1,17,0.17
1976-01-18,1976,1,18,0.113
1976-01-19,1976,1,19,0.113
1976-01-20,1976,1,20,0.113
1976-01-21,1976,1,21,0.113
1976-01-22,1976,1,22,0.113
1976-01-23,1976,1,23,0.113
1976-01-24,1976,1,24,0.127
1976-01-25,1976,1,25,0.142
1976-01-26,1976,1,26,0.212
1976-01-27,1976,1,27,0.51
1976-01-28,1976,1,28,0.566
1976-01-29,1976,1,29,0.396
1976-01-30,1976,1,30,0.311
1976-01-31,1976,1,31,0.227
1976-02-01,1976,2,1,0.198
1976-02-02,1976,2,2,0.198
1976-02-03,1976,2,3,0.21
1976-02-04,1976,2,4,0.212
1976-02-05,1976,2,5,0.227
1976-02-06,1976,2,6,0.198
1976-02-07,1976,2,7,0.198
1976-02-08,1976,2,8,0.184
1976-02-09,1976,2,9,0.198
1976-02-10,1976,2,10,0.198
1976-02-11,1976,2,11,0.255
1976-02-12,1976,2,12,0.283
1976-02-13,1976,2,13,0.34
1976-02-14,1976,2,14,0.51
1976-02-15,1976,2,15,0.779
1976-02-16,1976,2,16,1.42
1976-02-17,1976,2,17,2.55
1976-02-18,1976,2,18,3.77
1976-02-19,1976,2,19,6.17
1976-02-20,1976,2,20,6.68
1976-02-21,1976,2,21,4.93
1976-02-22,1976,2,22,7.48
1976-02-23,1976,2,23,7.08
1976-02-24,1976,2,24,5.55
1976-02-25,1976,2,25,5.07
1976-02-26,1976,2,26,8.35
1976-02-27,1976,2,27,10.9
1976-02-28,1976,2,28,9.8
1976-02-29,1976,2,29,7.05
1976-03-01,1976,3,1,8.13
1976-03-02,1976,3,2,4.39
1976-03-03,1976,3,3,3.54
1976-03-04,1976,3,4,4.25
1976-03-05,1976,3,5,5.66
1976-03-06,1976,3,6,9.91
1976-03-07,1976,3,7,3.82
1976-03-08,1976,3,8,1.9
1976-03-09,1976,3,9,1.42
1976-03-10,1976,3,10,1.13
1976-03-11,1976,3,11,1.16
1976-03-12,1976,3,12,1.42
1976-03-13,1976,3,13,2.69
1976-03-14,1976,3,14,3.82
1976-03-15,1976,3,15,1.98
1976-03-16,1976,3,16,1.47
1976-03-17,1976,3,17,1.53
1976-03-18,1976,3,18,1.61
1976-03-19,1976,3,19,1.87
1976-03-20,1976,3,20,5.1
1976-03-21,1976,3,21,12.7
1976-03-22,1976,3,22,4.39
1976-03-23,1976,3,23,2.46
1976-03-24,1976,3,24,3.77
1976-03-25,1976,3,25,5.78
1976-03-26,1976,3,26,3.03
1976-03-27,1976,3,27,2.7
1976-03-28,1976,3,28,3.51
1976-03-29,1976,3,29,1.73
1976-03-30,1976,3,30,1.39
1976-03-31,1976,3,31,3.65
1976-04-01,1976,4,1,7.56
1976-04-02,1976,4,2,2.65
1976-04-03,1976,4,3,1.67
1976-04-04,1976,4,4,1.2
1976-04-05,1976,4,5,0.753
1976-04-06,1976,4,6,0.646
1976-04-07,1976,4,7,0.564
1976-04-08,1976,4,8,0.479
1976-04-09,1976,4,9,0.425
1976-04-10,1976,4,10,0.413
1976-04-11,1976,4,11,0.391
1976-04-12,1976,4,12,0.3
1976-04-13,1976,4,13,0.326
1976-04-14,1976,4,14,0.314
1976-04-15,1976,4,15,0.493
1976-04-16,1976,4,16,1.44
1976-04-17,1976,4,17,0.861
1976-04-18,1976,4,18,0.532
1976-04-19,1976,4,19,0.391
1976-04-20,1976,4,20,0.32
1976-04-21,1976,4,21,0.28
1976-04-22,1976,4,22,0.317
1976-04-23,1976,4,23,0.326
1976-04-24,1976,4,24,0.263
1976-04-25,1976,4,25,0.787
1976-04-26,1976,4,26,1.91
1976-04-27,1976,4,27,2.31
1976-04-28,1976,4,28,1.41
1976-04-29,1976,4,29,0.827
1976-04-30,1976,4,30,0.589
1976-05-01,1976,5,1,0.49
1976-05-02,1976,5,2,0.456
1976-05-03,1976,5,3,0.634
1976-05-04,1976,5,4,0.501
1976-05-05,1976,5,5,0.416
1976-05-06,1976,5,6,0.521
1976-05-07,1976,5,7,4.79
1976-05-08,1976,5,8,2.39
1976-05-09,1976,5,9,1.2
1976-05-10,1976,5,10,0.782
1976-05-11,1976,5,11,0.773
1976-05-12,1976,5,12,0.915
1976-05-13,1976,5,13,0.569
1976-05-14,1976,5,14,0.484
1976-05-15,1976,5,15,0.467
1976-05-16,1976,5,16,0.532
1976-05-17,1976,5,17,2.09
1976-05-18,1976,5,18,1.12
1976-05-19,1976,5,19,0.793
1976-05-20,1976,5,20,0.719
1976-05-21,1976,5,21,0.518
1976-05-22,1976,5,22,0.396
1976-05-23,1976,5,23,0.343
1976-05-24,1976,5,24,0.303
1976-05-25,1976,5,25,0.314
1976-05-26,1976,5,26,0.436
1976-05-27,1976,5,27,0.58
1976-05-28,1976,5,28,0.371
1976-05-29,1976,5,29,0.28
1976-05-30,1976,5,30,0.244
1976-05-31,1976,5,31,0.566
1976-06-01,1976,6,1,1.05
1976-06-02,1976,6,2,0.733
1976-06-03,1976,6,3,0.439
1976-06-04,1976,6,4,0.289
1976-06-05,1976,6,5,0.218
1976-06-06,1976,6,6,0.193
1976-06-07,1976,6,7,0.173
1976-06-08,1976,6,8,0.17
1976-06-09,1976,6,9,0.15
1976-06-10,1976,6,10,0.144
1976-06-11,1976,6,11,0.122
1976-06-12,1976,6,12,0.11
1976-06-13,1976,6,13,0.116
1976-06-14,1976,6,14,0.317
1976-06-15,1976,6,15,0.176
1976-06-16,1976,6,16,0.147
1976-06-17,1976,6,17,0.164
1976-06-18,1976,6,18,0.139
1976-06-19,1976,6,19,0.193
1976-06-20,1976,6,20,0.405
1976-06-21,1976,6,21,0.227
1976-06-22,1976,6,22,0.187
1976-06-23,1976,6,23,0.187
1976-06-24,1976,6,24,0.17
1976-06-25,1976,6,25,0.207
1976-06-26,1976,6,26,0.227
1976-06-27,1976,6,27,0.218
1976-06-28,1976,6,28,0.184
1976-06-29,1976,6,29,0.176
1976-06-30,1976,6,30,0.207
1976-07-01,1976,7,1,0.394
1976-07-02,1976,7,2,1.03
1976-07-03,1976,7,3,0.793
1976-07-04,1976,7,4,2.31
1976-07-05,1976,7,5,0.728
1976-07-06,1976,7,6,0.408
1976-07-07,1976,7,7,0.303
1976-07-08,1976,7,8,0.453
1976-07-09,1976,7,9,0.345
1976-07-10,1976,7,10,0.255
1976-07-11,1976,7,11,1.8
1976-07-12,1976,7,12,1.16
1976-07-13,1976,7,13,0.566
1976-07-14,1976,7,14,0.368
1976-07-15,1976,7,15,0.391
1976-07-16,1976,7,16,0.328
1976-07-17,1976,7,17,0.292
1976-07-18,1976,7,18,0.261
1976-07-19,1976,7,19,0.21
1976-07-20,1976,7,20,0.201
1976-07-21,1976,7,21,0.391
1976-07-22,1976,7,22,0.261
1976-07-23,1976,7,23,0.193
1976-07-24,1976,7,24,0.428
1976-07-25,1976,7,25,0.311
1976-07-26,1976,7,26,0.221
1976-07-27,1976,7,27,0.204
1976-07-28,1976,7,28,0.17
1976-07-29,1976,7,29,0.58
1976-07-30,1976,7,30,2.18
1976-07-31,1976,7,31,1.98
1976-08-01,1976,8,1,2.65
1976-08-02,1976,8,2,0.776
1976-08-03,1976,8,3,0.442
1976-08-04,1976,8,4,0.343
1976-08-05,1976,8,5,0.263
1976-08-06,1976,8,6,0.201
1976-08-07,1976,8,7,0.181
1976-08-08,1976,8,8,0.187
1976-08-09,1976,8,9,0.286
1976-08-10,1976,8,10,0.258
1976-08-11,1976,8,11,0.204
1976-08-12,1976,8,12,0.187
1976-08-13,1976,8,13,1.26
1976-08-14,1976,8,14,4.16
1976-08-15,1976,8,15,1.66
1976-08-16,1976,8,16,0.75
1976-08-17,1976,8,17,0.45
1976-08-18,1976,8,18,0.32
1976-08-19,1976,8,19,0.255
1976-08-20,1976,8,20,0.207
1976-08-21,1976,8,21,0.187
1976-08-22,1976,8,22,0.159
1976-08-23,1976,8,23,0.15
1976-08-24,1976,8,24,0.142
1976-08-25,1976,8,25,0.13
1976-08-26,1976,8,26,0.13
1976-08-27,1976,8,27,0.15
1976-08-28,1976,8,28,0.229
1976-08-29,1976,8,29,0.28
1976-08-30,1976,8,30,0.184
1976-08-31,1976,8,31,0.173
1976-09-01,1976,9,1,0.258
1976-09-02,1976,9,2,0.354
1976-09-03,1976,9,3,0.241
1976-09-04,1976,9,4,0.232
1976-09-05,1976,9,5,0.19
1976-09-06,1976,9,6,0.164
1976-09-07,1976,9,7,0.159
1976-09-08,1976,9,8,0.178
1976-09-09,1976,9,9,0.19
1976-09-10,1976,9,10,0.263
1976-09-11,1976,9,11,0.311
1976-09-12,1976,9,12,0.227
1976-09-13,1976,9,13,0.187
1976-09-14,1976,9,14,0.184
1976-09-15,1976,9,15,0.187
1976-09-16,1976,9,16,0.178
1976-09-17,1976,9,17,0.195
1976-09-18,1976,9,18,0.479
1976-09-19,1976,9,19,0.357
1976-09-20,1976,9,20,0.283
1976-09-21,1976,9,21,0.348
1976-09-22,1976,9,22,0.266
1976-09-23,1976,9,23,0.286
1976-09-24,1976,9,24,0.309
1976-09-25,1976,9,25,0.235
1976-09-26,1976,9,26,0.232
1976-09-27,1976,9,27,0.411
1976-09-28,1976,9,28,0.328
1976-09-29,1976,9,29,0.263
1976-09-30,1976,9,30,0.229
1976-10-01,1976,10,1,0.218
1976-10-02,1976,10,2,0.21
1976-10-03,1976,10,3,0.201
1976-10-04,1976,10,4,0.187
1976-10-05,1976,10,5,0.184
1976-10-06,1976,10,6,0.193
1976-10-07,1976,10,7,0.629
1976-10-08,1976,10,8,0.442
1976-10-09,1976,10,9,0.357
1976-10-10,1976,10,10,0.6
1976-10-11,1976,10,11,0.411
1976-10-12,1976,10,12,0.323
1976-10-13,1976,10,13,0.286
1976-10-14,1976,10,14,0.297
1976-10-15,1976,10,15,0.337
1976-10-16,1976,10,16,0.306
1976-10-17,1976,10,17,0.252
1976-10-18,1976,10,18,0.241
1976-10-19,1976,10,19,0.246
1976-10-20,1976,10,20,0.343
1976-10-21,1976,10,21,0.699
1976-10-22,1976,10,22,0.626
1976-10-23,1976,10,23,0.646
1976-10-24,1976,10,24,0.481
1976-10-25,1976,10,25,0.473
1976-10-26,1976,10,26,0.43
1976-10-27,1976,10,27,0.382
1976-10-28,1976,10,28,0.334
1976-10-29,1976,10,29,0.331
1976-10-30,1976,10,30,0.323
1976-10-31,1976,10,31,0.323
1976-11-01,1976,11,1,0.306
1976-11-02,1976,11,2,0.292
1976-11-03,1976,11,3,0.303
1976-11-04,1976,11,4,0.297
1976-11-05,1976,11,5,0.292
1976-11-06,1976,11,6,0.283
1976-11-07,1976,11,7,0.289
1976-11-08,1976,11,8,0.252
1976-11-09,1976,11,9,0.241
1976-11-10,1976,11,10,0.266
1976-11-11,1976,11,11,0.255
1976-11-12,1976,11,12,0.246
1976-11-13,1976,11,13,0.249
1976-11-14,1976,11,14,0.252
1976-11-15,1976,11,15,0.235
1976-11-16,1976,11,16,0.238
1976-11-17,1976,11,17,0.241
1976-11-18,1976,11,18,0.255
1976-11-19,1976,11,19,0.269
1976-11-20,1976,11,20,0.286
1976-11-21,1976,11,21,0.238
1976-11-22,1976,11,22,0.269
1976-11-23,1976,11,23,0.255
1976-11-24,1976,11,24,0.261
1976-11-25,1976,11,25,0.261
1976-11-26,1976,11,26,0.323
1976-11-27,1976,11,27,0.549
1976-11-28,1976,11,28,0.547
1976-11-29,1976,11,29,0.348
1976-11-30,1976,11,30,0.249
1976-12-01,1976,12,1,0.224
1976-12-02,1976,12,2,0.215
1976-12-03,1976,12,3,0.204
1976-12-04,1976,12,4,0.198
1976-12-05,1976,12,5,0.198
1976-12-06,1976,12,6,0.218
1976-12-07,1976,12,7,0.232
1976-12-08,1976,12,8,0.212
1976-12-09,1976,12,9,0.198
1976-12-10,1976,12,10,0.212
1976-12-11,1976,12,11,0.232
1976-12-12,1976,12,12,0.212
1976-12-13,1976,12,13,0.207
1976-12-14,1976,12,14,0.198
1976-12-15,1976,12,15,0.193
1976-12-16,1976,12,16,0.195
1976-12-17,1976,12,17,0.198
1976-12-18,1976,12,18,0.201
1976-12-19,1976,12,19,0.21
1976-12-20,1976,12,20,0.215
1976-12-21,1976,12,21,0.283
1976-12-22,1976,12,22,0.396
1976-12-23,1976,12,23,0.283
1976-12-24,1976,12,24,0.241
1976-12-25,1976,12,25,0.218
1976-12-26,1976,12,26,0.21
1976-12-27,1976,12,27,0.204
1976-12-28,1976,12,28,0.198
1976-12-29,1976,12,29,0.198
1976-12-30,1976,12,30,0.195
1976-12-31,1976,12,31,0.193
1977-01-01,1977,1,1,0.193
1977-01-02,1977,1,2,0.19
1977-01-03,1977,1,3,0.19
1977-01-04,1977,1,4,0.19
1977-01-05,1977,1,5,0.187
1977-01-06,1977,1,6,0.187
1977-01-07,1977,1,7,0.187
1977-01-08,1977,1,8,0.184
1977-01-09,1977,1,9,0.184
1977-01-10,1977,1,10,0.184
1977-01-11,1977,1,11,0.181
1977-01-12,1977,1,12,0.181
1977-01-13,1977,1,13,0.181
1977-01-14,1977,1,14,0.178
1977-01-15,1977,1,15,0.178
1977-01-16,1977,1,16,0.178
1977-01-17,1977,1,17,0.176
1977-01-18,1977,1,18,0.176
1977-01-19,1977,1,19,0.176
1977-01-20,1977,1,20,0.173
1977-01-21,1977,1,21,0.173
1977-01-22,1977,1,22,0.173
1977-01-23,1977,1,23,0.17
1977-01-24,1977,1,24,0.17
1977-01-25,1977,1,25,0.17
1977-01-26,1977,1,26,0.167
1977-01-27,1977,1,27,0.167
1977-01-28,1977,1,28,0.167
1977-01-29,1977,1,29,0.164
1977-01-30,1977,1,30,0.164
1977-01-31,1977,1,31,0.164
1977-02-01,1977,2,1,0.161
1977-02-02,1977,2,2,0.159
1977-02-03,1977,2,3,0.156
1977-02-04,1977,2,4,0.153
1977-02-05,1977,2,5,0.15
1977-02-06,1977,2,6,0.147
1977-02-07,1977,2,7,0.142
1977-02-08,1977,2,8,0.139
1977-02-09,1977,2,9,0.136
1977-02-10,1977,2,10,0.147
1977-02-11,1977,2,11,0.17
1977-02-12,1977,2,12,0.227
1977-02-13,1977,2,13,0.566
1977-02-14,1977,2,14,0.368
1977-02-15,1977,2,15,0.283
1977-02-16,1977,2,16,0.232
1977-02-17,1977,2,17,0.198
1977-02-18,1977,2,18,0.178
1977-02-19,1977,2,19,0.167
1977-02-20,1977,2,20,0.159
1977-02-21,1977,2,21,0.156
1977-02-22,1977,2,22,0.153
1977-02-23,1977,2,23,0.15
1977-02-24,1977,2,24,0.382
1977-02-25,1977,2,25,0.665
1977-02-26,1977,2,26,0.496
1977-02-27,1977,2,27,0.623
1977-02-28,1977,2,28,0.51
1977-03-01,1977,3,1,0.396
1977-03-02,1977,3,2,0.368
1977-03-03,1977,3,3,0.354
1977-03-04,1977,3,4,1.47
1977-03-05,1977,3,5,5.95
1977-03-06,1977,3,6,3.54
1977-03-07,1977,3,7,3.17
1977-03-08,1977,3,8,2.61
1977-03-09,1977,3,9,5.1
1977-03-10,1977,3,10,11.9
1977-03-11,1977,3,11,7.93
1977-03-12,1977,3,12,4.81
1977-03-13,1977,3,13,18.1
1977-03-14,1977,3,14,5.1
1977-03-15,1977,3,15,2.71
1977-03-16,1977,3,16,2.05
1977-03-17,1977,3,17,1.3
1977-03-18,1977,3,18,0.937
1977-03-19,1977,3,19,0.827
1977-03-20,1977,3,20,0.816
1977-03-21,1977,3,21,0.813
1977-03-22,1977,3,22,1.09
1977-03-23,1977,3,23,1.1
1977-03-24,1977,3,24,0.974
1977-03-25,1977,3,25,1.2
1977-03-26,1977,3,26,1.18
1977-03-27,1977,3,27,0.966
1977-03-28,1977,3,28,1.4
1977-03-29,1977,3,29,3.17
1977-03-30,1977,3,30,2.07
1977-03-31,1977,3,31,2.15
1977-04-01,1977,4,1,1.25
1977-04-02,1977,4,2,1.06
1977-04-03,1977,4,3,2.8
1977-04-04,1977,4,4,1.25
1977-04-05,1977,4,5,2.13
1977-04-06,1977,4,6,1.37
1977-04-07,1977,4,7,0.799
1977-04-08,1977,4,8,0.685
1977-04-09,1977,4,9,0.609
1977-04-10,1977,4,10,0.648
1977-04-11,1977,4,11,0.688
1977-04-12,1977,4,12,0.64
1977-04-13,1977,4,13,0.606
1977-04-14,1977,4,14,0.535
1977-04-15,1977,4,15,0.464
1977-04-16,1977,4,16,0.422
1977-04-17,1977,4,17,0.385
1977-04-18,1977,4,18,0.36
1977-04-19,1977,4,19,0.351
1977-04-20,1977,4,20,0.351
1977-04-21,1977,4,21,0.34
1977-04-22,1977,4,22,0.66
1977-04-23,1977,4,23,1.74
1977-04-24,1977,4,24,1.84
1977-04-25,1977,4,25,1.07
1977-04-26,1977,4,26,0.801
1977-04-27,1977,4,27,0.612
1977-04-28,1977,4,28,0.49
1977-04-29,1977,4,29,0.385
1977-04-30,1977,4,30,0.354
1977-05-01,1977,5,1,0.311
1977-05-02,1977,5,2,0.294
1977-05-03,1977,5,3,0.272
1977-05-04,1977,5,4,0.258
1977-05-05,1977,5,5,0.232
1977-05-06,1977,5,6,0.255
1977-05-07,1977,5,7,0.21
1977-05-08,1977,5,8,0.178
1977-05-09,1977,5,9,0.19
1977-05-10,1977,5,10,0.187
1977-05-11,1977,5,11,0.178
1977-05-12,1977,5,12,0.164
1977-05-13,1977,5,13,0.144
1977-05-14,1977,5,14,0.156
1977-05-15,1977,5,15,0.144
1977-05-16,1977,5,16,0.133
1977-05-17,1977,5,17,0.108
1977-05-18,1977,5,18,0.133
1977-05-19,1977,5,19,0.555
1977-05-20,1977,5,20,0.278
1977-05-21,1977,5,21,0.201
1977-05-22,1977,5,22,0.173
1977-05-23,1977,5,23,0.147
1977-05-24,1977,5,24,0.311
1977-05-25,1977,5,25,0.731
1977-05-26,1977,5,26,0.32
1977-05-27,1977,5,27,0.218
1977-05-28,1977,5,28,0.142
1977-05-29,1977,5,29,0.11
1977-05-30,1977,5,30,0.108
1977-05-31,1977,5,31,0.116
1977-06-01,1977,6,1,0.147
1977-06-02,1977,6,2,0.178
1977-06-03,1977,6,3,0.161
1977-06-04,1977,6,4,0.133
1977-06-05,1977,6,5,0.133
1977-06-06,1977,6,6,0.116
1977-06-07,1977,6,7,0.147
1977-06-08,1977,6,8,0.13
1977-06-09,1977,6,9,0.122
1977-06-10,1977,6,10,0.093
1977-06-11,1977,6,11,0.102
1977-06-12,1977,6,12,0.099
1977-06-13,1977,6,13,0.096
1977-06-14,1977,6,14,0.102
1977-06-15,1977,6,15,0.102
1977-06-16,1977,6,16,0.088
1977-06-17,1977,6,17,0.102
1977-06-18,1977,6,18,0.21
1977-06-19,1977,6,19,0.416
1977-06-20,1977,6,20,0.221
1977-06-21,1977,6,21,0.178
1977-06-22,1977,6,22,0.159
1977-06-23,1977,6,23,0.122
1977-06-24,1977,6,24,0.13
1977-06-25,1977,6,25,0.193
1977-06-26,1977,6,26,0.195
1977-06-27,1977,6,27,0.156
1977-06-28,1977,6,28,0.122
1977-06-29,1977,6,29,0.275
1977-06-30,1977,6,30,0.294
1977-07-01,1977,7,1,0.19
1977-07-02,1977,7,2,0.161
1977-07-03,1977,7,3,0.122
1977-07-04,1977,7,4,0.113
1977-07-05,1977,7,5,0.113
1977-07-06,1977,7,6,0.176
1977-07-07,1977,7,7,0.6
1977-07-08,1977,7,8,0.402
1977-07-09,1977,7,9,0.241
1977-07-10,1977,7,10,0.178
1977-07-11,1977,7,11,0.144
1977-07-12,1977,7,12,0.167
1977-07-13,1977,7,13,0.139
1977-07-14,1977,7,14,0.116
1977-07-15,1977,7,15,0.824
1977-07-16,1977,7,16,5.15
1977-07-17,1977,7,17,0.702
1977-07-18,1977,7,18,0.343
1977-07-19,1977,7,19,0.289
1977-07-20,1977,7,20,0.232
1977-07-21,1977,7,21,0.164
1977-07-22,1977,7,22,0.144
1977-07-23,1977,7,23,0.13
1977-07-24,1977,7,24,0.113
1977-07-25,1977,7,25,0.108
1977-07-26,1977,7,26,0.102
1977-07-27,1977,7,27,0.091
1977-07-28,1977,7,28,0.082
1977-07-29,1977,7,29,0.102
1977-07-30,1977,7,30,0.147
1977-07-31,1977,7,31,0.167
1977-08-01,1977,8,1,0.232
1977-08-02,1977,8,2,0.176
1977-08-03,1977,8,3,0.147
1977-08-04,1977,8,4,0.195
1977-08-05,1977,8,5,0.218
1977-08-06,1977,8,6,0.464
1977-08-07,1977,8,7,0.49
1977-08-08,1977,8,8,0.261
1977-08-09,1977,8,9,0.306
1977-08-10,1977,8,10,0.275
1977-08-11,1977,8,11,0.739
1977-08-12,1977,8,12,0.47
1977-08-13,1977,8,13,0.303
1977-08-14,1977,8,14,0.261
1977-08-15,1977,8,15,0.212
1977-08-16,1977,8,16,0.212
1977-08-17,1977,8,17,1.45
1977-08-18,1977,8,18,0.476
1977-08-19,1977,8,19,0.28
1977-08-20,1977,8,20,0.215
1977-08-21,1977,8,21,0.21
1977-08-22,1977,8,22,0.425
1977-08-23,1977,8,23,0.362
1977-08-24,1977,8,24,0.34
1977-08-25,1977,8,25,0.345
1977-08-26,1977,8,26,0.212
1977-08-27,1977,8,27,0.187
1977-08-28,1977,8,28,0.181
1977-08-29,1977,8,29,0.17
1977-08-30,1977,8,30,0.167
1977-08-31,1977,8,31,0.17
1977-09-01,1977,9,1,0.252
1977-09-02,1977,9,2,4.67
1977-09-03,1977,9,3,2.46
1977-09-04,1977,9,4,0.705
1977-09-05,1977,9,5,0.456
1977-09-06,1977,9,6,0.348
1977-09-07,1977,9,7,0.294
1977-09-08,1977,9,8,0.275
1977-09-09,1977,9,9,0.249
1977-09-10,1977,9,10,0.246
1977-09-11,1977,9,11,0.21
1977-09-12,1977,9,12,0.195
1977-09-13,1977,9,13,0.232
1977-09-14,1977,9,14,0.43
1977-09-15,1977,9,15,0.317
1977-09-16,1977,9,16,0.309
1977-09-17,1977,9,17,0.586
1977-09-18,1977,9,18,0.436
1977-09-19,1977,9,19,0.49
1977-09-20,1977,9,20,0.714
1977-09-21,1977,9,21,1.64
1977-09-22,1977,9,22,0.767
1977-09-23,1977,9,23,0.561
1977-09-24,1977,9,24,0.493
1977-09-25,1977,9,25,5.27
1977-09-26,1977,9,26,4.33
1977-09-27,1977,9,27,2.76
1977-09-28,1977,9,28,1.23
1977-09-29,1977,9,29,0.776
1977-09-30,1977,9,30,0.648
1977-10-01,1977,10,1,4.42
1977-10-02,1977,10,2,7.33
1977-10-03,1977,10,3,2.55
1977-10-04,1977,10,4,1.3
1977-10-05,1977,10,5,0.861
1977-10-06,1977,10,6,0.697
1977-10-07,1977,10,7,0.575
1977-10-08,1977,10,8,0.784
1977-10-09,1977,10,9,7.36
1977-10-10,1977,10,10,2.82
1977-10-11,1977,10,11,1.24
1977-10-12,1977,10,12,1.03
1977-10-13,1977,10,13,0.767
1977-10-14,1977,10,14,0.68
1977-10-15,1977,10,15,0.62
1977-10-16,1977,10,16,0.711
1977-10-17,1977,10,17,0.637
1977-10-18,1977,10,18,0.513
1977-10-19,1977,10,19,0.592
1977-10-20,1977,10,20,0.558
1977-10-21,1977,10,21,0.487
1977-10-22,1977,10,22,0.45
1977-10-23,1977,10,23,0.411
1977-10-24,1977,10,24,0.382
1977-10-25,1977,10,25,0.374
1977-10-26,1977,10,26,0.379
1977-10-27,1977,10,27,0.382
1977-10-28,1977,10,28,0.354
1977-10-29,1977,10,29,0.343
1977-10-30,1977,10,30,0.331
1977-10-31,1977,10,31,0.314
1977-11-01,1977,11,1,0.326
1977-11-02,1977,11,2,0.331
1977-11-03,1977,11,3,0.348
1977-11-04,1977,11,4,0.331
1977-11-05,1977,11,5,0.32
1977-11-06,1977,11,6,0.303
1977-11-07,1977,11,7,1.06
1977-11-08,1977,11,8,6.91
1977-11-09,1977,11,9,2.06
1977-11-10,1977,11,10,3.48
1977-11-11,1977,11,11,4.56
1977-11-12,1977,11,12,1.59
1977-11-13,1977,11,13,1.06
1977-11-14,1977,11,14,0.83
1977-11-15,1977,11,15,0.793
1977-11-16,1977,11,16,1.24
1977-11-17,1977,11,17,2.97
1977-11-18,1977,11,18,1.85
1977-11-19,1977,11,19,1.52
1977-11-20,1977,11,20,1.09
1977-11-21,1977,11,21,1.37
1977-11-22,1977,11,22,1.11
1977-11-23,1977,11,23,0.997
1977-11-24,1977,11,24,2.65
1977-11-25,1977,11,25,1.46
1977-11-26,1977,11,26,2.52
1977-11-27,1977,11,27,1.17
1977-11-28,1977,11,28,0.966
1977-11-29,1977,11,29,0.841
1977-11-30,1977,11,30,0.827
1977-12-01,1977,12,1,5.66
1977-12-02,1977,12,2,4.56
1977-12-03,1977,12,3,1.7
1977-12-04,1977,12,4,1.05
1977-12-05,1977,12,5,0.685
1977-12-06,1977,12,6,0.623
1977-12-07,1977,12,7,0.552
1977-12-08,1977,12,8,0.51
1977-12-09,1977,12,9,0.453
1977-12-10,1977,12,10,0.425
1977-12-11,1977,12,11,0.396
1977-12-12,1977,12,12,0.391
1977-12-13,1977,12,13,0.385
1977-12-14,1977,12,14,0.991
1977-12-15,1977,12,15,3.68
1977-12-16,1977,12,16,3.11
1977-12-17,1977,12,17,2.69
1977-12-18,1977,12,18,2.46
1977-12-19,1977,12,19,2.27
1977-12-20,1977,12,20,2.35
1977-12-21,1977,12,21,1.95
1977-12-22,1977,12,22,1.84
1977-12-23,1977,12,23,1.76
1977-12-24,1977,12,24,1.67
1977-12-25,1977,12,25,2.27
1977-12-26,1977,12,26,3.4
1977-12-27,1977,12,27,1.98
1977-12-28,1977,12,28,1.42
1977-12-29,1977,12,29,1.1
1977-12-30,1977,12,30,0.963
1977-12-31,1977,12,31,0.85
1978-01-01,1978,1,1,0.807
1978-01-02,1978,1,2,0.736
1978-01-03,1978,1,3,0.702
1978-01-04,1978,1,4,0.665
1978-01-05,1978,1,5,0.623
1978-01-06,1978,1,6,0.6
1978-01-07,1978,1,7,0.566
1978-01-08,1978,1,8,0.85
1978-01-09,1978,1,9,1.47
1978-01-10,1978,1,10,2.83
1978-01-11,1978,1,11,3.11
1978-01-12,1978,1,12,1.7
1978-01-13,1978,1,13,0.974
1978-01-14,1978,1,14,0.92
1978-01-15,1978,1,15,0.864
1978-01-16,1978,1,16,0.835
1978-01-17,1978,1,17,0.807
1978-01-18,1978,1,18,0.779
1978-01-19,1978,1,19,0.756
1978-01-20,1978,1,20,0.736
1978-01-21,1978,1,21,0.714
1978-01-22,1978,1,22,0.705
